1.005000	0.000000	0.651000	0.982482	0.000000	0.196496	
1.009912	0.000000	0.651982	0.965315	0.000000	0.193063	
1.014739	0.000000	0.652948	0.948491	0.000000	0.189698	
1.019481	0.000000	0.653896	0.932006	0.000000	0.186401	
1.024141	0.000000	0.654828	0.915854	0.000000	0.183171	
1.028721	0.000000	0.655744	0.900027	0.000000	0.180005	
1.033221	0.000000	0.656644	0.884522	0.000000	0.176904	
1.037643	0.000000	0.657529	0.869332	0.000000	0.173866	
1.041990	0.000000	0.658398	0.854452	0.000000	0.170890	
1.046262	0.000000	0.659252	0.839876	0.000000	0.167975	
1.050462	0.000000	0.660092	0.825600	0.000000	0.165120	
1.054590	0.000000	0.660918	0.811618	0.000000	0.162324	
1.058648	0.000000	0.661730	0.797925	0.000000	0.159585	
1.062638	0.000000	0.662528	0.784517	0.000000	0.156903	
1.066560	0.000000	0.663312	0.771388	0.000000	0.154278	
1.070417	0.000000	0.664083	0.758534	0.000000	0.151707	
1.074210	0.000000	0.664842	0.745951	0.000000	0.149190	
1.077939	0.000000	0.665588	0.733633	0.000000	0.146727	
1.081608	0.000000	0.666322	0.721576	0.000000	0.144315	
1.085216	0.000000	0.667043	0.709777	0.000000	0.141955	
1.088764	0.000000	0.667753	0.698230	0.000000	0.139646	
1.092256	0.000000	0.668451	0.686932	0.000000	0.137386	
1.095690	0.000000	0.669138	0.675879	0.000000	0.135176	
1.099070	0.000000	0.669814	0.665066	0.000000	0.133013	
1.102395	0.000000	0.670479	0.654490	0.000000	0.130898	
1.105667	0.000000	0.671133	0.644147	0.000000	0.128829	
1.108888	0.000000	0.671778	0.634034	0.000000	0.126807	
1.112058	0.000000	0.672412	0.624146	0.000000	0.124829	
1.115179	0.000000	0.673036	0.614480	0.000000	0.122896	
1.118251	0.000000	0.673650	0.605033	0.000000	0.121007	
1.121277	0.000000	0.674255	0.595801	0.000000	0.119160	
1.124256	0.000000	0.674851	0.586781	0.000000	0.117356	
1.127189	0.000000	0.675438	0.577970	0.000000	0.115594	
1.130079	0.000000	0.676016	0.569365	0.000000	0.113873	
1.132926	0.000000	0.676585	0.560962	0.000000	0.112192	
1.135731	0.000000	0.677146	0.552758	0.000000	0.110552	
1.138495	0.000000	0.677699	0.544751	0.000000	0.108950	
1.141219	0.000000	0.678244	0.536938	0.000000	0.107388	
1.143903	0.000000	0.678781	0.529315	0.000000	0.105863	
1.146550	0.000000	0.679310	0.521881	0.000000	0.104376	
1.149159	0.000000	0.679832	0.514632	0.000000	0.102926	
1.151732	0.000000	0.680346	0.507566	0.000000	0.101513	
1.154270	0.000000	0.680854	0.500680	0.000000	0.100136	
1.156774	0.000000	0.681355	0.493972	0.000000	0.098794	
1.159243	0.000000	0.681849	0.487440	0.000000	0.097488	
1.161681	0.000000	0.682336	0.481080	0.000000	0.096216	
1.164086	0.000000	0.682817	0.474892	0.000000	0.094978	
1.166461	0.000000	0.683292	0.468872	0.000000	0.093774	
1.168805	0.000000	0.683761	0.463018	0.000000	0.092604	
1.171120	0.000000	0.684224	0.457328	0.000000	0.091466	
1.173407	0.000000	0.684681	0.451801	0.000000	0.090360	
1.175666	0.000000	0.685133	0.446434	0.000000	0.089287	
1.177898	0.000000	0.685580	0.441226	0.000000	0.088245	
1.180104	0.000000	0.686021	0.436173	0.000000	0.087235	
1.182285	0.000000	0.686457	0.431276	0.000000	0.086255	
1.184441	0.000000	0.686888	0.426531	0.000000	0.085306	
1.186574	0.000000	0.687315	0.421937	0.000000	0.084387	
1.188683	0.000000	0.687737	0.417492	0.000000	0.083498	
1.190771	0.000000	0.688154	0.413196	0.000000	0.082639	
